_source_roi_tag	roi_set	roi	condition	variant	subject	mean_remembered	mean_forgotten	delta	n_subjects	mean_delta	std_delta	t	p	q_bh
meta_metaphor	meta_metaphor	meta_L_pMTG_pSTS	yy	run4_to_retrieval	sub-28	-0.14617802775043237	0.10029951968460568	-0.24647754743503805	25	-0.01746870270076138	0.20340041704080158	-0.4294165900667058	0.6714506152511718	0.8889241520008802
meta_metaphor	meta_metaphor	meta_L_pMTG_pSTS	yy	max_run_to_retrieval	sub-01	0.28407984329985103	0.15064255214328548	0.13343729115656555	25	-0.005989286514465115	0.12223816344051223	-0.24498431365012405	0.808551172208358	0.9389626515968029
meta_metaphor	meta_metaphor	meta_L_pMTG_pSTS	yy	max_run_to_retrieval	sub-02	0.3902171221980805	0.4232272692989543	-0.0330101471008738	25	-0.005989286514465115	0.12223816344051223	-0.24498431365012405	0.808551172208358	0.9389626515968029
meta_metaphor	meta_metaphor	meta_L_pMTG_pSTS	yy	max_run_to_retrieval	sub-03	-0.08334213272854316	-0.026976503630798322	-0.056365629097744833	25	-0.005989286514465115	0.12223816344051223	-0.24498431365012405	0.808551172208358	0.9389626515968029
meta_metaphor	meta_metaphor	meta_L_pMTG_pSTS	yy	max_run_to_retrieval	sub-04	0.03561968483002971	0.1285122234598511	-0.0928925386298214	25	-0.005989286514465115	0.12223816344051223	-0.24498431365012405	0.808551172208358	0.9389626515968029
meta_metaphor	meta_metaphor	meta_L_pMTG_pSTS	yy	max_run_to_retrieval	sub-05	0.26305507160979225	0.25998336509773556	0.003071706512056682	25	-0.005989286514465115	0.12223816344051223	-0.24498431365012405	0.808551172208358	0.9389626515968029
meta_metaphor	meta_metaphor	meta_L_pMTG_pSTS	yy	max_run_to_retrieval	sub-06	0.49191942913893405	0.3807674823936825	0.11115194674525153	25	-0.005989286514465115	0.12223816344051223	-0.24498431365012405	0.808551172208358	0.9389626515968029
meta_metaphor	meta_metaphor	meta_L_pMTG_pSTS	yy	max_run_to_retrieval	sub-07	0.35674088185435365	0.5581495520537625	-0.20140867019940883	25	-0.005989286514465115	0.12223816344051223	-0.24498431365012405	0.808551172208358	0.9389626515968029
meta_metaphor	meta_metaphor	meta_L_pMTG_pSTS	yy	max_run_to_retrieval	sub-08	0.07109191050862619	0.15884923139110008	-0.08775732088247389	25	-0.005989286514465115	0.12223816344051223	-0.24498431365012405	0.808551172208358	0.9389626515968029
meta_metaphor	meta_metaphor	meta_L_pMTG_pSTS	yy	max_run_to_retrieval	sub-09	0.21311616903100858	0.2955275499739677	-0.0824113809429591	25	-0.005989286514465115	0.12223816344051223	-0.24498431365012405	0.808551172208358	0.9389626515968029
meta_metaphor	meta_metaphor	meta_L_pMTG_pSTS	yy	max_run_to_retrieval	sub-10	0.17282870198769576	0.053626173412529135	0.11920252857516662	25	-0.005989286514465115	0.12223816344051223	-0.24498431365012405	0.808551172208358	0.9389626515968029
meta_metaphor	meta_metaphor	meta_L_pMTG_pSTS	yy	max_run_to_retrieval	sub-11	0.5330961828800626			25	-0.005989286514465115	0.12223816344051223	-0.24498431365012405	0.808551172208358	0.9389626515968029
meta_metaphor	meta_metaphor	meta_L_pMTG_pSTS	yy	max_run_to_retrieval	sub-13	0.20039884235297944	0.16665250129209283	0.033746341060886614	25	-0.005989286514465115	0.12223816344051223	-0.24498431365012405	0.808551172208358	0.9389626515968029
meta_metaphor	meta_metaphor	meta_L_pMTG_pSTS	yy	max_run_to_retrieval	sub-14	0.29888121827020214	0.0913278831018244	0.20755333516837776	25	-0.005989286514465115	0.12223816344051223	-0.24498431365012405	0.808551172208358	0.9389626515968029
meta_metaphor	meta_metaphor	meta_L_pMTG_pSTS	yy	max_run_to_retrieval	sub-15	0.3026573499605375	0.2197964630785927	0.08286088688194479	25	-0.005989286514465115	0.12223816344051223	-0.24498431365012405	0.808551172208358	0.9389626515968029
