gate	gate_pass	q_threshold	n_passing_rows	variants_considered	roi_sets_considered	passing_roi_variants
G1_ers_one_sample	True	0.1	29	run3_to_retrieval,run4_to_retrieval	meta_metaphor,meta_spatial	meta_metaphor/meta_L_AG[run3_to_retrieval],meta_metaphor/meta_L_AG[run4_to_retrieval],meta_metaphor/meta_R_pMTG_pSTS[run4_to_retrieval],meta_metaphor/meta_L_pMTG_pSTS[run4_to_retrieval],meta_metaphor/meta_L_pMTG_pSTS[run4_to_retrieval],meta_metaphor/meta_L_IFG[run3_to_retrieval],meta_metaphor/meta_R_AG[run4_to_retrieval],meta_metaphor/meta_L_IFG[run4_to_retrieval],meta_spatial/meta_R_RSC_PCC[run3_to_retrieval],meta_spatial/meta_R_PPC_SPL[run3_to_retrieval],meta_spatial/meta_R_precuneus[run3_to_retrieval],meta_spatial/meta_R_PPC_SPL[run4_to_retrieval],meta_spatial/meta_R_RSC_PCC[run4_to_retrieval],meta_spatial/meta_R_precuneus[run4_to_retrieval],meta_spatial/meta_R_PPA_PHG[run4_to_retrieval],meta_spatial/meta_R_PPA_PHG[run3_to_retrieval],meta_spatial/meta_L_precuneus[run4_to_retrieval],meta_spatial/meta_L_precuneus[run4_to_retrieval],meta_spatial/meta_R_PPC_SPL[run4_to_retrieval],meta_spatial/meta_L_PPA_PHG[run4_to_retrieval],meta_spatial/meta_L_RSC_PCC[run4_to_retrieval],meta_spatial/meta_R_PPC_SPL[run3_to_retrieval],meta_spatial/meta_L_precuneus[run3_to_retrieval],meta_spatial/meta_L_PPA_PHG[run3_to_retrieval],meta_spatial/meta_L_RSC_PCC[run3_to_retrieval],meta_spatial/meta_L_RSC_PCC[run4_to_retrieval],meta_spatial/meta_L_PPC_SPL[run4_to_retrieval],meta_spatial/meta_R_PPA_PHG[run4_to_retrieval],meta_spatial/meta_L_hippocampus[run3_to_retrieval]
