roi_set	roi	variant	response	status	model	n_trials	n_subjects	ers_beta	ers_se	ers_p	condition_beta	condition_se	condition_p	interaction_beta	interaction_se	interaction_p	converged	loglik	q_bh_within_family
meta_metaphor	meta_L_temporal_pole	run4_to_retrieval	memory	ok	gee_binomial	884	26	0.13950872984026055	0.20615923511200182	0.49859392951076786	0.5874570154470409	0.17139335321211943	0.0006090838744382246	-0.16353137523160866	0.2222751111213715	0.4619034968058112	True		0.7638536948830844
meta_metaphor	meta_R_pMTG_pSTS	run4_to_retrieval	memory	ok	gee_binomial	884	26	0.06317669384321617	0.16493215108440706	0.7016852387562253	0.5790320502185542	0.16867778493211594	0.0005974485473528948	0.02525787978689	0.15603216514182672	0.8714034168437904	True		0.7638536948830844
meta_metaphor	meta_L_pMTG_pSTS	run4_to_retrieval	memory	ok	gee_binomial	884	26	0.06940699391722442	0.18645783081397577	0.7097144423712124	0.5893974470615241	0.17647451080036744	0.0008382527282593601	-0.10705153582122452	0.19854352416204335	0.5897597454430162	True		0.7638536948830844
meta_metaphor	meta_L_IFG	run4_to_retrieval	memory	ok	gee_binomial	884	26	0.04648339666122857	0.15422635244601882	0.7631116001771063	0.5816604821669276	0.172650741298214	0.0007544121524695367	-0.006407700713286098	0.16450102425833146	0.9689283826255375	True		0.7638536948830844
meta_metaphor	meta_R_AG	run4_to_retrieval	memory	ok	gee_binomial	884	26	0.07171268597697998	0.23870484983020412	0.7638536948830844	0.5999416531067335	0.186462946125279	0.0012931998013300356	0.0013149503830059187	0.2608762296766123	0.9959782684400549	True		0.7638536948830844
meta_spatial	meta_R_PPA_PHG	max_run_to_retrieval	log_rt_correct	ok	mixedlm_gaussian	614	26	0.027024508546428502	0.03116600834538902	0.38587908668412363	-0.07182249657951661	0.03141935180796953	0.022258246591801808	-0.034033646520374966	0.03231903516559469	0.29231684972331085	True	inf	0.7717581733682473
meta_metaphor	meta_L_AG	max_run_to_retrieval	memory	ok	gee_binomial	884	26	0.16683458136001214	0.20593732790469463	0.4178694433577016	0.5454597490934524	0.1882993066122285	0.0037702626793633077	-0.016647117397746013	0.21672719275414362	0.9387735878699928	True		0.7792472496648317
meta_metaphor	meta_R_IFG	max_run_to_retrieval	memory	ok	gee_binomial	884	26	0.1516601762331953	0.2182031701123748	0.4870295310405198	0.599395561298634	0.16951055274302523	0.00040617802831879125	-0.05267238119637956	0.21074468125614865	0.8026379487795944	True		0.7792472496648317
meta_spatial	meta_L_PPC_SPL	run4_to_retrieval	log_rt_correct	ok	mixedlm_gaussian	614	26	0.008601623897716876	0.03116003995967193	0.782512254588655	-0.06761770901963222	0.03217986184826027	0.035619641691704736	-0.009282100082088697	0.03277843216471396	0.7770411117067089	True	-28.587020758472363	0.782512254588655
meta_spatial	meta_R_hippocampus	max_run_to_retrieval	memory	ok	gee_binomial	884	26	-0.07924607040820497	0.1850691251121525	0.668507597042504	0.591987193377267	0.1701537898663634	0.0005030440691497854	0.047921107501645854	0.20888985946194133	0.8185514370535238	True		0.7846002522144883
