subject	roi_set	roi	condition	ok	fail_reason	n_pairs_with_all_three	n_shared_pairs
sub-05	meta_spatial	meta_L_PPC_SPL	kj	True		4	4
sub-05	meta_spatial	meta_L_RSC_PCC	yy	True		30	30
sub-05	meta_spatial	meta_L_RSC_PCC	kj	True		4	4
sub-05	meta_spatial	meta_L_hippocampus	yy	True		30	30
sub-05	meta_spatial	meta_L_hippocampus	kj	True		4	4
sub-05	meta_spatial	meta_L_precuneus	yy	True		30	30
sub-05	meta_spatial	meta_L_precuneus	kj	True		4	4
sub-05	meta_spatial	meta_R_PPA_PHG	yy	True		30	30
sub-05	meta_spatial	meta_R_PPA_PHG	kj	True		4	4
sub-05	meta_spatial	meta_R_PPC_SPL	yy	True		30	30
sub-05	meta_spatial	meta_R_PPC_SPL	kj	True		4	4
sub-05	meta_spatial	meta_R_RSC_PCC	yy	True		30	30
sub-05	meta_spatial	meta_R_RSC_PCC	kj	True		4	4
sub-05	meta_spatial	meta_R_hippocampus	yy	True		30	30
sub-05	meta_spatial	meta_R_hippocampus	kj	True		4	4
sub-05	meta_spatial	meta_R_precuneus	yy	True		30	30
sub-05	meta_spatial	meta_R_precuneus	kj	True		4	4
sub-06	meta_spatial	meta_L_PPA_PHG	yy	True		30	30
sub-06	meta_spatial	meta_L_PPA_PHG	kj	True		4	4
sub-06	meta_spatial	meta_L_PPC_SPL	yy	True		30	30
sub-06	meta_spatial	meta_L_PPC_SPL	kj	True		4	4
sub-06	meta_spatial	meta_L_RSC_PCC	yy	True		30	30
sub-06	meta_spatial	meta_L_RSC_PCC	kj	True		4	4
sub-06	meta_spatial	meta_L_hippocampus	yy	True		30	30
sub-06	meta_spatial	meta_L_hippocampus	kj	True		4	4
sub-06	meta_spatial	meta_L_precuneus	yy	True		30	30
sub-06	meta_spatial	meta_L_precuneus	kj	True		4	4
sub-06	meta_spatial	meta_R_PPA_PHG	yy	True		30	30
sub-06	meta_spatial	meta_R_PPA_PHG	kj	True		4	4
sub-06	meta_spatial	meta_R_PPC_SPL	yy	True		30	30
sub-06	meta_spatial	meta_R_PPC_SPL	kj	True		4	4
sub-06	meta_spatial	meta_R_RSC_PCC	yy	True		30	30
sub-06	meta_spatial	meta_R_RSC_PCC	kj	True		4	4
sub-06	meta_spatial	meta_R_hippocampus	yy	True		30	30
sub-06	meta_spatial	meta_R_hippocampus	kj	True		4	4
sub-06	meta_spatial	meta_R_precuneus	yy	True		30	30
sub-06	meta_spatial	meta_R_precuneus	kj	True		4	4
sub-07	meta_spatial	meta_L_PPA_PHG	yy	True		30	30
sub-07	meta_spatial	meta_L_PPA_PHG	kj	True		4	4
sub-07	meta_spatial	meta_L_PPC_SPL	yy	True		30	30
sub-07	meta_spatial	meta_L_PPC_SPL	kj	True		4	4
sub-07	meta_spatial	meta_L_RSC_PCC	yy	True		30	30
sub-07	meta_spatial	meta_L_RSC_PCC	kj	True		4	4
sub-07	meta_spatial	meta_L_hippocampus	yy	True		30	30
sub-07	meta_spatial	meta_L_hippocampus	kj	True		4	4
sub-07	meta_spatial	meta_L_precuneus	yy	True		30	30
sub-07	meta_spatial	meta_L_precuneus	kj	True		4	4
sub-07	meta_spatial	meta_R_PPA_PHG	yy	True		30	30
sub-07	meta_spatial	meta_R_PPA_PHG	kj	True		4	4
sub-07	meta_spatial	meta_R_PPC_SPL	yy	True		30	30
sub-07	meta_spatial	meta_R_PPC_SPL	kj	True		4	4
sub-07	meta_spatial	meta_R_RSC_PCC	yy	True		30	30
sub-07	meta_spatial	meta_R_RSC_PCC	kj	True		4	4
sub-07	meta_spatial	meta_R_hippocampus	yy	True		30	30
sub-07	meta_spatial	meta_R_hippocampus	kj	True		4	4
sub-07	meta_spatial	meta_R_precuneus	yy	True		30	30
sub-07	meta_spatial	meta_R_precuneus	kj	True		4	4
sub-08	meta_spatial	meta_L_PPA_PHG	yy	True		30	30
sub-08	meta_spatial	meta_L_PPA_PHG	kj	True		4	4
sub-08	meta_spatial	meta_L_PPC_SPL	yy	True		30	30
sub-08	meta_spatial	meta_L_PPC_SPL	kj	True		4	4
sub-08	meta_spatial	meta_L_RSC_PCC	yy	True		30	30
sub-08	meta_spatial	meta_L_RSC_PCC	kj	True		4	4
sub-08	meta_spatial	meta_L_hippocampus	yy	True		30	30
sub-08	meta_spatial	meta_L_hippocampus	kj	True		4	4
sub-08	meta_spatial	meta_L_precuneus	yy	True		30	30
sub-08	meta_spatial	meta_L_precuneus	kj	True		4	4
sub-08	meta_spatial	meta_R_PPA_PHG	yy	True		30	30
sub-08	meta_spatial	meta_R_PPA_PHG	kj	True		4	4
sub-08	meta_spatial	meta_R_PPC_SPL	yy	True		30	30
sub-08	meta_spatial	meta_R_PPC_SPL	kj	True		4	4
sub-08	meta_spatial	meta_R_RSC_PCC	yy	True		30	30
sub-08	meta_spatial	meta_R_RSC_PCC	kj	True		4	4
sub-08	meta_spatial	meta_R_hippocampus	yy	True		30	30
sub-08	meta_spatial	meta_R_hippocampus	kj	True		4	4
sub-08	meta_spatial	meta_R_precuneus	yy	True		30	30
sub-08	meta_spatial	meta_R_precuneus	kj	True		4	4
sub-09	meta_spatial	meta_L_PPA_PHG	yy	True		30	30
sub-09	meta_spatial	meta_L_PPA_PHG	kj	True		4	4
sub-09	meta_spatial	meta_L_PPC_SPL	yy	True		30	30
sub-09	meta_spatial	meta_L_PPC_SPL	kj	True		4	4
sub-09	meta_spatial	meta_L_RSC_PCC	yy	True		30	30
sub-09	meta_spatial	meta_L_RSC_PCC	kj	True		4	4
sub-09	meta_spatial	meta_L_hippocampus	yy	True		30	30
sub-09	meta_spatial	meta_L_hippocampus	kj	True		4	4
sub-09	meta_spatial	meta_L_precuneus	yy	True		30	30
sub-09	meta_spatial	meta_L_precuneus	kj	True		4	4
sub-09	meta_spatial	meta_R_PPA_PHG	yy	True		30	30
sub-09	meta_spatial	meta_R_PPA_PHG	kj	True		4	4
sub-09	meta_spatial	meta_R_PPC_SPL	yy	True		30	30
sub-09	meta_spatial	meta_R_PPC_SPL	kj	True		4	4
sub-09	meta_spatial	meta_R_RSC_PCC	yy	True		30	30
sub-09	meta_spatial	meta_R_RSC_PCC	kj	True		4	4
sub-09	meta_spatial	meta_R_hippocampus	yy	True		30	30
sub-09	meta_spatial	meta_R_hippocampus	kj	True		4	4
sub-09	meta_spatial	meta_R_precuneus	yy	True		30	30
sub-09	meta_spatial	meta_R_precuneus	kj	True		4	4
sub-10	meta_spatial	meta_L_PPA_PHG	yy	True		30	30
sub-10	meta_spatial	meta_L_PPA_PHG	kj	True		4	4
sub-10	meta_spatial	meta_L_PPC_SPL	yy	True		30	30
sub-10	meta_spatial	meta_L_PPC_SPL	kj	True		4	4
sub-10	meta_spatial	meta_L_RSC_PCC	yy	True		30	30
sub-10	meta_spatial	meta_L_RSC_PCC	kj	True		4	4
sub-10	meta_spatial	meta_L_hippocampus	yy	True		30	30
sub-10	meta_spatial	meta_L_hippocampus	kj	True		4	4
sub-10	meta_spatial	meta_L_precuneus	yy	True		30	30
sub-10	meta_spatial	meta_L_precuneus	kj	True		4	4
sub-10	meta_spatial	meta_R_PPA_PHG	yy	True		30	30
sub-10	meta_spatial	meta_R_PPA_PHG	kj	True		4	4
sub-10	meta_spatial	meta_R_PPC_SPL	yy	True		30	30
sub-10	meta_spatial	meta_R_PPC_SPL	kj	True		4	4
sub-10	meta_spatial	meta_R_RSC_PCC	yy	True		30	30
sub-10	meta_spatial	meta_R_RSC_PCC	kj	True		4	4
sub-10	meta_spatial	meta_R_hippocampus	yy	True		30	30
sub-10	meta_spatial	meta_R_hippocampus	kj	True		4	4
sub-10	meta_spatial	meta_R_precuneus	yy	True		30	30
sub-10	meta_spatial	meta_R_precuneus	kj	True		4	4
sub-11	meta_spatial	meta_L_PPA_PHG	yy	True		30	30
sub-11	meta_spatial	meta_L_PPA_PHG	kj	True		4	4
sub-11	meta_spatial	meta_L_PPC_SPL	yy	True		30	30
sub-11	meta_spatial	meta_L_PPC_SPL	kj	True		4	4
sub-11	meta_spatial	meta_L_RSC_PCC	yy	True		30	30
sub-11	meta_spatial	meta_L_RSC_PCC	kj	True		4	4
sub-11	meta_spatial	meta_L_hippocampus	yy	True		30	30
sub-11	meta_spatial	meta_L_hippocampus	kj	True		4	4
sub-11	meta_spatial	meta_L_precuneus	yy	True		30	30
sub-11	meta_spatial	meta_L_precuneus	kj	True		4	4
sub-11	meta_spatial	meta_R_PPA_PHG	yy	True		30	30
sub-11	meta_spatial	meta_R_PPA_PHG	kj	True		4	4
sub-11	meta_spatial	meta_R_PPC_SPL	yy	True		30	30
sub-11	meta_spatial	meta_R_PPC_SPL	kj	True		4	4
sub-11	meta_spatial	meta_R_RSC_PCC	yy	True		30	30
sub-11	meta_spatial	meta_R_RSC_PCC	kj	True		4	4
sub-11	meta_spatial	meta_R_hippocampus	yy	True		30	30
sub-11	meta_spatial	meta_R_hippocampus	kj	True		4	4
sub-11	meta_spatial	meta_R_precuneus	yy	True		30	30
sub-11	meta_spatial	meta_R_precuneus	kj	True		4	4
sub-13	meta_spatial	meta_L_PPA_PHG	yy	True		30	30
sub-13	meta_spatial	meta_L_PPA_PHG	kj	True		4	4
sub-13	meta_spatial	meta_L_PPC_SPL	yy	True		30	30
sub-13	meta_spatial	meta_L_PPC_SPL	kj	True		4	4
sub-13	meta_spatial	meta_L_RSC_PCC	yy	True		30	30
sub-13	meta_spatial	meta_L_RSC_PCC	kj	True		4	4
sub-13	meta_spatial	meta_L_hippocampus	yy	True		30	30
sub-13	meta_spatial	meta_L_hippocampus	kj	True		4	4
sub-13	meta_spatial	meta_L_precuneus	yy	True		30	30
sub-13	meta_spatial	meta_L_precuneus	kj	True		4	4
sub-13	meta_spatial	meta_R_PPA_PHG	yy	True		30	30
sub-13	meta_spatial	meta_R_PPA_PHG	kj	True		4	4
sub-13	meta_spatial	meta_R_PPC_SPL	yy	True		30	30
sub-13	meta_spatial	meta_R_PPC_SPL	kj	True		4	4
sub-13	meta_spatial	meta_R_RSC_PCC	yy	True		30	30
sub-13	meta_spatial	meta_R_RSC_PCC	kj	True		4	4
sub-13	meta_spatial	meta_R_hippocampus	yy	True		30	30
sub-13	meta_spatial	meta_R_hippocampus	kj	True		4	4
sub-13	meta_spatial	meta_R_precuneus	yy	True		30	30
sub-13	meta_spatial	meta_R_precuneus	kj	True		4	4
sub-14	meta_spatial	meta_L_PPA_PHG	yy	True		30	30
sub-14	meta_spatial	meta_L_PPA_PHG	kj	True		4	4
sub-14	meta_spatial	meta_L_PPC_SPL	yy	True		30	30
sub-14	meta_spatial	meta_L_PPC_SPL	kj	True		4	4
sub-14	meta_spatial	meta_L_RSC_PCC	yy	True		30	30
sub-14	meta_spatial	meta_L_RSC_PCC	kj	True		4	4
sub-14	meta_spatial	meta_L_hippocampus	yy	True		30	30
sub-14	meta_spatial	meta_L_hippocampus	kj	True		4	4
sub-14	meta_spatial	meta_L_precuneus	yy	True		30	30
sub-14	meta_spatial	meta_L_precuneus	kj	True		4	4
sub-14	meta_spatial	meta_R_PPA_PHG	yy	True		30	30
sub-14	meta_spatial	meta_R_PPA_PHG	kj	True		4	4
sub-14	meta_spatial	meta_R_PPC_SPL	yy	True		30	30
sub-14	meta_spatial	meta_R_PPC_SPL	kj	True		4	4
sub-14	meta_spatial	meta_R_RSC_PCC	yy	True		30	30
sub-14	meta_spatial	meta_R_RSC_PCC	kj	True		4	4
sub-14	meta_spatial	meta_R_hippocampus	yy	True		30	30
sub-14	meta_spatial	meta_R_hippocampus	kj	True		4	4
sub-14	meta_spatial	meta_R_precuneus	yy	True		30	30
sub-14	meta_spatial	meta_R_precuneus	kj	True		4	4
sub-15	meta_spatial	meta_L_PPA_PHG	yy	True		30	30
sub-15	meta_spatial	meta_L_PPA_PHG	kj	True		4	4
sub-15	meta_spatial	meta_L_PPC_SPL	yy	True		30	30
sub-15	meta_spatial	meta_L_PPC_SPL	kj	True		4	4
sub-15	meta_spatial	meta_L_RSC_PCC	yy	True		30	30
sub-15	meta_spatial	meta_L_RSC_PCC	kj	True		4	4
sub-15	meta_spatial	meta_L_hippocampus	yy	True		30	30
sub-15	meta_spatial	meta_L_hippocampus	kj	True		4	4
sub-15	meta_spatial	meta_L_precuneus	yy	True		30	30
sub-15	meta_spatial	meta_L_precuneus	kj	True		4	4
sub-15	meta_spatial	meta_R_PPA_PHG	yy	True		30	30
sub-15	meta_spatial	meta_R_PPA_PHG	kj	True		4	4
sub-15	meta_spatial	meta_R_PPC_SPL	yy	True		30	30
sub-15	meta_spatial	meta_R_PPC_SPL	kj	True		4	4
sub-15	meta_spatial	meta_R_RSC_PCC	yy	True		30	30
sub-15	meta_spatial	meta_R_RSC_PCC	kj	True		4	4
sub-15	meta_spatial	meta_R_hippocampus	yy	True		30	30
sub-15	meta_spatial	meta_R_hippocampus	kj	True		4	4
sub-15	meta_spatial	meta_R_precuneus	yy	True		30	30
sub-15	meta_spatial	meta_R_precuneus	kj	True		4	4
sub-16	meta_spatial	meta_L_PPA_PHG	yy	True		30	30
sub-16	meta_spatial	meta_L_PPA_PHG	kj	True		4	4
sub-16	meta_spatial	meta_L_PPC_SPL	yy	True		30	30
sub-16	meta_spatial	meta_L_PPC_SPL	kj	True		4	4
sub-16	meta_spatial	meta_L_RSC_PCC	yy	True		30	30
sub-16	meta_spatial	meta_L_RSC_PCC	kj	True		4	4
sub-16	meta_spatial	meta_L_hippocampus	yy	True		30	30
sub-16	meta_spatial	meta_L_hippocampus	kj	True		4	4
sub-16	meta_spatial	meta_L_precuneus	yy	True		30	30
sub-16	meta_spatial	meta_L_precuneus	kj	True		4	4
sub-16	meta_spatial	meta_R_PPA_PHG	yy	True		30	30
sub-16	meta_spatial	meta_R_PPA_PHG	kj	True		4	4
sub-16	meta_spatial	meta_R_PPC_SPL	yy	True		30	30
sub-16	meta_spatial	meta_R_PPC_SPL	kj	True		4	4
sub-16	meta_spatial	meta_R_RSC_PCC	yy	True		30	30
sub-16	meta_spatial	meta_R_RSC_PCC	kj	True		4	4
sub-16	meta_spatial	meta_R_hippocampus	yy	True		30	30
sub-16	meta_spatial	meta_R_hippocampus	kj	True		4	4
sub-16	meta_spatial	meta_R_precuneus	yy	True		30	30
sub-16	meta_spatial	meta_R_precuneus	kj	True		4	4
sub-17	meta_spatial	meta_L_PPA_PHG	yy	True		30	30
sub-17	meta_spatial	meta_L_PPA_PHG	kj	True		4	4
sub-17	meta_spatial	meta_L_PPC_SPL	yy	True		30	30
sub-17	meta_spatial	meta_L_PPC_SPL	kj	True		4	4
sub-17	meta_spatial	meta_L_RSC_PCC	yy	True		30	30
sub-17	meta_spatial	meta_L_RSC_PCC	kj	True		4	4
sub-17	meta_spatial	meta_L_hippocampus	yy	True		30	30
sub-17	meta_spatial	meta_L_hippocampus	kj	True		4	4
sub-17	meta_spatial	meta_L_precuneus	yy	True		30	30
sub-17	meta_spatial	meta_L_precuneus	kj	True		4	4
sub-17	meta_spatial	meta_R_PPA_PHG	yy	True		30	30
sub-17	meta_spatial	meta_R_PPA_PHG	kj	True		4	4
sub-17	meta_spatial	meta_R_PPC_SPL	yy	True		30	30
sub-17	meta_spatial	meta_R_PPC_SPL	kj	True		4	4
sub-17	meta_spatial	meta_R_RSC_PCC	yy	True		30	30
sub-17	meta_spatial	meta_R_RSC_PCC	kj	True		4	4
sub-17	meta_spatial	meta_R_hippocampus	yy	True		30	30
sub-17	meta_spatial	meta_R_hippocampus	kj	True		4	4
sub-17	meta_spatial	meta_R_precuneus	yy	True		30	30
sub-17	meta_spatial	meta_R_precuneus	kj	True		4	4
sub-18	meta_spatial	meta_L_PPA_PHG	yy	True		30	30
sub-18	meta_spatial	meta_L_PPA_PHG	kj	True		4	4
sub-18	meta_spatial	meta_L_PPC_SPL	yy	True		30	30
sub-18	meta_spatial	meta_L_PPC_SPL	kj	True		4	4
sub-18	meta_spatial	meta_L_RSC_PCC	yy	True		30	30
sub-18	meta_spatial	meta_L_RSC_PCC	kj	True		4	4
sub-18	meta_spatial	meta_L_hippocampus	yy	True		30	30
sub-18	meta_spatial	meta_L_hippocampus	kj	True		4	4
sub-18	meta_spatial	meta_L_precuneus	yy	True		30	30
sub-18	meta_spatial	meta_L_precuneus	kj	True		4	4
sub-18	meta_spatial	meta_R_PPA_PHG	yy	True		30	30
sub-18	meta_spatial	meta_R_PPA_PHG	kj	True		4	4
sub-18	meta_spatial	meta_R_PPC_SPL	yy	True		30	30
sub-18	meta_spatial	meta_R_PPC_SPL	kj	True		4	4
sub-18	meta_spatial	meta_R_RSC_PCC	yy	True		30	30
sub-18	meta_spatial	meta_R_RSC_PCC	kj	True		4	4
sub-18	meta_spatial	meta_R_hippocampus	yy	True		30	30
sub-18	meta_spatial	meta_R_hippocampus	kj	True		4	4
sub-18	meta_spatial	meta_R_precuneus	yy	True		30	30
sub-18	meta_spatial	meta_R_precuneus	kj	True		4	4
sub-19	meta_spatial	meta_L_PPA_PHG	yy	True		30	30
sub-19	meta_spatial	meta_L_PPA_PHG	kj	True		4	4
sub-19	meta_spatial	meta_L_PPC_SPL	yy	True		30	30
sub-19	meta_spatial	meta_L_PPC_SPL	kj	True		4	4
sub-19	meta_spatial	meta_L_RSC_PCC	yy	True		30	30
sub-19	meta_spatial	meta_L_RSC_PCC	kj	True		4	4
sub-19	meta_spatial	meta_L_hippocampus	yy	True		30	30
sub-19	meta_spatial	meta_L_hippocampus	kj	True		4	4
sub-19	meta_spatial	meta_L_precuneus	yy	True		30	30
sub-19	meta_spatial	meta_L_precuneus	kj	True		4	4
sub-19	meta_spatial	meta_R_PPA_PHG	yy	True		30	30
sub-19	meta_spatial	meta_R_PPA_PHG	kj	True		4	4
sub-19	meta_spatial	meta_R_PPC_SPL	yy	True		30	30
sub-19	meta_spatial	meta_R_PPC_SPL	kj	True		4	4
sub-19	meta_spatial	meta_R_RSC_PCC	yy	True		30	30
sub-19	meta_spatial	meta_R_RSC_PCC	kj	True		4	4
sub-19	meta_spatial	meta_R_hippocampus	yy	True		30	30
sub-19	meta_spatial	meta_R_hippocampus	kj	True		4	4
sub-19	meta_spatial	meta_R_precuneus	yy	True		30	30
sub-19	meta_spatial	meta_R_precuneus	kj	True		4	4
sub-20	meta_spatial	meta_L_PPA_PHG	yy	True		30	30
sub-20	meta_spatial	meta_L_PPA_PHG	kj	True		4	4
sub-20	meta_spatial	meta_L_PPC_SPL	yy	True		30	30
sub-20	meta_spatial	meta_L_PPC_SPL	kj	True		4	4
sub-20	meta_spatial	meta_L_RSC_PCC	yy	True		30	30
sub-20	meta_spatial	meta_L_RSC_PCC	kj	True		4	4
sub-20	meta_spatial	meta_L_hippocampus	yy	True		30	30
sub-20	meta_spatial	meta_L_hippocampus	kj	True		4	4
sub-20	meta_spatial	meta_L_precuneus	yy	True		30	30
sub-20	meta_spatial	meta_L_precuneus	kj	True		4	4
sub-20	meta_spatial	meta_R_PPA_PHG	yy	True		30	30
sub-20	meta_spatial	meta_R_PPA_PHG	kj	True		4	4
sub-20	meta_spatial	meta_R_PPC_SPL	yy	True		30	30
sub-20	meta_spatial	meta_R_PPC_SPL	kj	True		4	4
sub-20	meta_spatial	meta_R_RSC_PCC	yy	True		30	30
sub-20	meta_spatial	meta_R_RSC_PCC	kj	True		4	4
sub-20	meta_spatial	meta_R_hippocampus	yy	True		30	30
sub-20	meta_spatial	meta_R_hippocampus	kj	True		4	4
sub-20	meta_spatial	meta_R_precuneus	yy	True		30	30
sub-20	meta_spatial	meta_R_precuneus	kj	True		4	4
sub-21	meta_spatial	meta_L_PPA_PHG	yy	True		30	30
sub-21	meta_spatial	meta_L_PPA_PHG	kj	True		4	4
sub-21	meta_spatial	meta_L_PPC_SPL	yy	True		30	30
sub-21	meta_spatial	meta_L_PPC_SPL	kj	True		4	4
sub-21	meta_spatial	meta_L_RSC_PCC	yy	True		30	30
sub-21	meta_spatial	meta_L_RSC_PCC	kj	True		4	4
sub-21	meta_spatial	meta_L_hippocampus	yy	True		30	30
sub-21	meta_spatial	meta_L_hippocampus	kj	True		4	4
sub-21	meta_spatial	meta_L_precuneus	yy	True		30	30
sub-21	meta_spatial	meta_L_precuneus	kj	True		4	4
sub-21	meta_spatial	meta_R_PPA_PHG	yy	True		30	30
sub-21	meta_spatial	meta_R_PPA_PHG	kj	True		4	4
sub-21	meta_spatial	meta_R_PPC_SPL	yy	True		30	30
sub-21	meta_spatial	meta_R_PPC_SPL	kj	True		4	4
sub-21	meta_spatial	meta_R_RSC_PCC	yy	True		30	30
sub-21	meta_spatial	meta_R_RSC_PCC	kj	True		4	4
sub-21	meta_spatial	meta_R_hippocampus	yy	True		30	30
sub-21	meta_spatial	meta_R_hippocampus	kj	True		4	4
sub-21	meta_spatial	meta_R_precuneus	yy	True		30	30
sub-21	meta_spatial	meta_R_precuneus	kj	True		4	4
sub-22	meta_spatial	meta_L_PPA_PHG	yy	True		30	30
sub-22	meta_spatial	meta_L_PPA_PHG	kj	True		4	4
sub-22	meta_spatial	meta_L_PPC_SPL	yy	True		30	30
sub-22	meta_spatial	meta_L_PPC_SPL	kj	True		4	4
sub-22	meta_spatial	meta_L_RSC_PCC	yy	True		30	30
sub-22	meta_spatial	meta_L_RSC_PCC	kj	True		4	4
sub-22	meta_spatial	meta_L_hippocampus	yy	True		30	30
sub-22	meta_spatial	meta_L_hippocampus	kj	True		4	4
sub-22	meta_spatial	meta_L_precuneus	yy	True		30	30
sub-22	meta_spatial	meta_L_precuneus	kj	True		4	4
sub-22	meta_spatial	meta_R_PPA_PHG	yy	True		30	30
sub-22	meta_spatial	meta_R_PPA_PHG	kj	True		4	4
sub-22	meta_spatial	meta_R_PPC_SPL	yy	True		30	30
sub-22	meta_spatial	meta_R_PPC_SPL	kj	True		4	4
sub-22	meta_spatial	meta_R_RSC_PCC	yy	True		30	30
sub-22	meta_spatial	meta_R_RSC_PCC	kj	True		4	4
sub-22	meta_spatial	meta_R_hippocampus	yy	True		30	30
sub-22	meta_spatial	meta_R_hippocampus	kj	True		4	4
sub-22	meta_spatial	meta_R_precuneus	yy	True		30	30
sub-22	meta_spatial	meta_R_precuneus	kj	True		4	4
sub-24	meta_spatial	meta_L_PPA_PHG	yy	True		30	30
