subject	roi_set	roi	condition	condition_label	mean_reliability	n_items
sub-21	meta_metaphor	meta_R_IFG	kj	KJ	0.055996077090489114	35
sub-21	meta_metaphor	meta_R_pMTG_pSTS	yy	YY	-0.007322589044531275	35
sub-21	meta_metaphor	meta_R_pMTG_pSTS	kj	KJ	0.03203000209889085	35
sub-21	meta_metaphor	meta_R_temporal_pole	yy	YY	-0.010456643171640873	35
sub-21	meta_metaphor	meta_R_temporal_pole	kj	KJ	-0.023201648575031878	35
sub-22	meta_metaphor	meta_L_AG	yy	YY	0.08335984859130531	35
sub-22	meta_metaphor	meta_L_AG	kj	KJ	0.08221555362561446	35
sub-22	meta_metaphor	meta_L_IFG	yy	YY	0.3470269022855921	35
sub-22	meta_metaphor	meta_L_IFG	kj	KJ	0.34250465403691693	35
sub-22	meta_metaphor	meta_L_pMTG_pSTS	yy	YY	-0.03340294909616875	35
sub-22	meta_metaphor	meta_L_pMTG_pSTS	kj	KJ	-0.0191333700710839	35
sub-22	meta_metaphor	meta_L_temporal_pole	yy	YY	-0.03166220235229965	35
sub-22	meta_metaphor	meta_L_temporal_pole	kj	KJ	0.07756432401192456	35
sub-22	meta_metaphor	meta_R_AG	yy	YY	0.20451911180477722	35
sub-22	meta_metaphor	meta_R_AG	kj	KJ	0.12115087334285961	35
sub-22	meta_metaphor	meta_R_IFG	yy	YY	-0.020248166293007346	35
sub-22	meta_metaphor	meta_R_IFG	kj	KJ	-0.037457447206302924	35
sub-22	meta_metaphor	meta_R_pMTG_pSTS	yy	YY	-0.01508741124483792	35
sub-22	meta_metaphor	meta_R_pMTG_pSTS	kj	KJ	-0.006765431253263528	35
sub-22	meta_metaphor	meta_R_temporal_pole	yy	YY	0.13477236865139242	35
sub-22	meta_metaphor	meta_R_temporal_pole	kj	KJ	0.10880843945185958	35
sub-23	meta_metaphor	meta_L_AG	yy	YY	0.17491217589780123	35
sub-23	meta_metaphor	meta_L_AG	kj	KJ	0.2512949796375078	35
sub-23	meta_metaphor	meta_L_IFG	yy	YY	-0.060940174718177885	35
sub-23	meta_metaphor	meta_L_IFG	kj	KJ	-0.05277961287384641	35
sub-23	meta_metaphor	meta_L_pMTG_pSTS	yy	YY	0.15959014178874398	35
sub-23	meta_metaphor	meta_L_pMTG_pSTS	kj	KJ	0.1790778753438495	35
sub-23	meta_metaphor	meta_L_temporal_pole	yy	YY	-0.06437367179091703	35
sub-23	meta_metaphor	meta_L_temporal_pole	kj	KJ	-0.2561861497468498	35
sub-23	meta_metaphor	meta_R_AG	yy	YY	-0.008570325547067981	35
sub-23	meta_metaphor	meta_R_AG	kj	KJ	0.0027109040509401433	35
sub-23	meta_metaphor	meta_R_IFG	yy	YY	0.15338812114772507	35
sub-23	meta_metaphor	meta_R_IFG	kj	KJ	0.180508583767299	35
sub-23	meta_metaphor	meta_R_pMTG_pSTS	yy	YY	0.05892443666214134	35
sub-23	meta_metaphor	meta_R_pMTG_pSTS	kj	KJ	0.06910998906169871	35
sub-23	meta_metaphor	meta_R_temporal_pole	yy	YY	0.05842525520377917	35
sub-23	meta_metaphor	meta_R_temporal_pole	kj	KJ	-0.05812984296012926	35
sub-24	meta_metaphor	meta_L_AG	yy	YY	-0.15249914729700134	35
sub-24	meta_metaphor	meta_L_AG	kj	KJ	-0.08884341248015921	35
sub-24	meta_metaphor	meta_L_IFG	yy	YY	-0.010892572576632441	35
sub-24	meta_metaphor	meta_L_IFG	kj	KJ	-0.026534962999483564	35
sub-24	meta_metaphor	meta_L_pMTG_pSTS	yy	YY	0.05963095712638039	35
sub-24	meta_metaphor	meta_L_pMTG_pSTS	kj	KJ	-0.01392100657359218	35
sub-24	meta_metaphor	meta_L_temporal_pole	yy	YY	-0.03920350061282905	35
sub-24	meta_metaphor	meta_L_temporal_pole	kj	KJ	0.01624624470111341	35
sub-24	meta_metaphor	meta_R_AG	yy	YY	-0.16652141653746075	35
sub-24	meta_metaphor	meta_R_AG	kj	KJ	-0.05224638447625112	35
sub-24	meta_metaphor	meta_R_IFG	yy	YY	-0.05977896816664828	35
sub-24	meta_metaphor	meta_R_IFG	kj	KJ	-0.12644624468701707	35
sub-24	meta_metaphor	meta_R_pMTG_pSTS	yy	YY	-0.09237842471085714	35
sub-24	meta_metaphor	meta_R_pMTG_pSTS	kj	KJ	-0.14204021955220822	35
sub-24	meta_metaphor	meta_R_temporal_pole	yy	YY	-0.010369335962595665	35
sub-24	meta_metaphor	meta_R_temporal_pole	kj	KJ	0.09850767619737492	35
sub-25	meta_metaphor	meta_L_AG	yy	YY	0.12763926826498345	35
sub-25	meta_metaphor	meta_L_AG	kj	KJ	0.01106544705210611	35
sub-25	meta_metaphor	meta_L_IFG	yy	YY	0.08090697044109023	35
sub-25	meta_metaphor	meta_L_IFG	kj	KJ	-0.05745233408329794	35
sub-25	meta_metaphor	meta_L_pMTG_pSTS	yy	YY	0.221222063982375	35
sub-25	meta_metaphor	meta_L_pMTG_pSTS	kj	KJ	0.14552589383102144	35
sub-25	meta_metaphor	meta_L_temporal_pole	yy	YY	-0.06943108552713208	35
sub-25	meta_metaphor	meta_L_temporal_pole	kj	KJ	-0.03357557738755506	35
sub-25	meta_metaphor	meta_R_AG	yy	YY	0.12105354135118103	35
sub-25	meta_metaphor	meta_R_AG	kj	KJ	0.04576873648615184	35
sub-25	meta_metaphor	meta_R_IFG	yy	YY	0.2269083263316942	35
sub-25	meta_metaphor	meta_R_IFG	kj	KJ	0.3046978688132783	35
sub-25	meta_metaphor	meta_R_pMTG_pSTS	yy	YY	0.20645230385801983	35
sub-25	meta_metaphor	meta_R_pMTG_pSTS	kj	KJ	0.1367914500462449	35
sub-25	meta_metaphor	meta_R_temporal_pole	yy	YY	-0.08143472961522556	35
sub-25	meta_metaphor	meta_R_temporal_pole	kj	KJ	-0.08382822885921412	35
sub-26	meta_metaphor	meta_L_AG	yy	YY	0.022385649752153902	35
sub-26	meta_metaphor	meta_L_AG	kj	KJ	0.025996283069993336	35
sub-26	meta_metaphor	meta_L_IFG	yy	YY	0.3448681094426689	35
sub-26	meta_metaphor	meta_L_IFG	kj	KJ	0.4040521163730177	35
sub-26	meta_metaphor	meta_L_pMTG_pSTS	yy	YY	0.45217018399768605	35
sub-26	meta_metaphor	meta_L_pMTG_pSTS	kj	KJ	0.31793646617344085	35
sub-26	meta_metaphor	meta_L_temporal_pole	yy	YY	-0.12865029398608696	35
sub-26	meta_metaphor	meta_L_temporal_pole	kj	KJ	0.0031398696213591087	35
sub-26	meta_metaphor	meta_R_AG	yy	YY	0.0010769752218520168	35
sub-26	meta_metaphor	meta_R_AG	kj	KJ	-0.04441116724853892	35
sub-26	meta_metaphor	meta_R_IFG	yy	YY	0.06419214109497404	35
sub-26	meta_metaphor	meta_R_IFG	kj	KJ	0.08561472048296019	35
sub-26	meta_metaphor	meta_R_pMTG_pSTS	yy	YY	-0.06510249413586901	35
sub-26	meta_metaphor	meta_R_pMTG_pSTS	kj	KJ	-0.08265238497415218	35
sub-26	meta_metaphor	meta_R_temporal_pole	yy	YY	0.1486820578717615	35
sub-26	meta_metaphor	meta_R_temporal_pole	kj	KJ	0.07883776381546106	35
sub-27	meta_metaphor	meta_L_AG	yy	YY	-0.06674842487139411	35
sub-27	meta_metaphor	meta_L_AG	kj	KJ	-0.053932524793007905	35
sub-27	meta_metaphor	meta_L_IFG	yy	YY	0.039592359840691774	35
sub-27	meta_metaphor	meta_L_IFG	kj	KJ	0.009303879761309823	35
sub-27	meta_metaphor	meta_L_pMTG_pSTS	yy	YY	0.14299238104198092	35
sub-27	meta_metaphor	meta_L_pMTG_pSTS	kj	KJ	-0.03967781335655729	35
sub-27	meta_metaphor	meta_L_temporal_pole	yy	YY	0.028113532709672463	35
sub-27	meta_metaphor	meta_L_temporal_pole	kj	KJ	-0.057020151781606576	35
sub-27	meta_metaphor	meta_R_AG	yy	YY	-0.03308753699613279	35
sub-27	meta_metaphor	meta_R_AG	kj	KJ	-0.035006295541991694	35
sub-27	meta_metaphor	meta_R_IFG	yy	YY	0.08157529690929999	35
sub-27	meta_metaphor	meta_R_IFG	kj	KJ	-0.05557830667476656	35
sub-27	meta_metaphor	meta_R_pMTG_pSTS	yy	YY	-0.04022426830355863	35
sub-27	meta_metaphor	meta_R_pMTG_pSTS	kj	KJ	0.014018665157305904	35
sub-27	meta_metaphor	meta_R_temporal_pole	yy	YY	0.045335935170268175	35
sub-27	meta_metaphor	meta_R_temporal_pole	kj	KJ	0.036076530392540704	35
sub-28	meta_metaphor	meta_L_AG	yy	YY	0.19308782026269194	35
sub-28	meta_metaphor	meta_L_AG	kj	KJ	0.19585417418538398	35
sub-28	meta_metaphor	meta_L_IFG	yy	YY	0.02152132169096359	35
sub-28	meta_metaphor	meta_L_IFG	kj	KJ	0.06121950118408627	35
sub-28	meta_metaphor	meta_L_pMTG_pSTS	yy	YY	0.09176803074739119	35
sub-28	meta_metaphor	meta_L_pMTG_pSTS	kj	KJ	0.02537890432674081	35
sub-28	meta_metaphor	meta_L_temporal_pole	yy	YY	0.12122949844723939	35
sub-28	meta_metaphor	meta_L_temporal_pole	kj	KJ	0.18783385771448274	35
sub-28	meta_metaphor	meta_R_AG	yy	YY	-0.10875342531811671	35
sub-28	meta_metaphor	meta_R_AG	kj	KJ	-0.1164653969292669	35
sub-28	meta_metaphor	meta_R_IFG	yy	YY	-0.04290218413144518	35
sub-28	meta_metaphor	meta_R_IFG	kj	KJ	0.019483466379155604	35
sub-28	meta_metaphor	meta_R_pMTG_pSTS	yy	YY	0.09144400901328457	35
sub-28	meta_metaphor	meta_R_pMTG_pSTS	kj	KJ	0.16693917264080924	35
sub-28	meta_metaphor	meta_R_temporal_pole	yy	YY	-0.06518084131117016	35
sub-28	meta_metaphor	meta_R_temporal_pole	kj	KJ	0.03829922376868645	35
