subject	roi_set	roi	condition	condition_label	mean_reliability	n_items
sub-13	meta_spatial	meta_R_hippocampus	kj	KJ	0.02459585073433179	35
sub-13	meta_spatial	meta_R_precuneus	yy	YY	0.07483584769627438	35
sub-13	meta_spatial	meta_R_precuneus	kj	KJ	0.1610688136851743	35
sub-14	meta_spatial	meta_L_PPA_PHG	yy	YY	0.16809152576653014	35
sub-14	meta_spatial	meta_L_PPA_PHG	kj	KJ	0.09064039760989676	35
sub-14	meta_spatial	meta_L_PPC_SPL	yy	YY	0.204044537545316	35
sub-14	meta_spatial	meta_L_PPC_SPL	kj	KJ	0.11684765874975298	35
sub-14	meta_spatial	meta_L_RSC_PCC	yy	YY	0.025259143028030423	35
sub-14	meta_spatial	meta_L_RSC_PCC	kj	KJ	-0.07699339988376772	35
sub-14	meta_spatial	meta_L_hippocampus	yy	YY	-0.006095005303653457	35
sub-14	meta_spatial	meta_L_hippocampus	kj	KJ	-0.004150461009618141	35
sub-14	meta_spatial	meta_L_precuneus	yy	YY	0.056505319194446325	35
sub-14	meta_spatial	meta_L_precuneus	kj	KJ	0.025504425612976507	35
sub-14	meta_spatial	meta_R_PPA_PHG	yy	YY	0.026165685337586238	35
sub-14	meta_spatial	meta_R_PPA_PHG	kj	KJ	-0.00878349518350976	35
sub-14	meta_spatial	meta_R_PPC_SPL	yy	YY	0.0844295754079265	35
sub-14	meta_spatial	meta_R_PPC_SPL	kj	KJ	0.04917644093350724	35
sub-14	meta_spatial	meta_R_RSC_PCC	yy	YY	0.13803117399095577	35
sub-14	meta_spatial	meta_R_RSC_PCC	kj	KJ	0.12667851368449182	35
sub-14	meta_spatial	meta_R_hippocampus	yy	YY	0.05618689520933229	35
sub-14	meta_spatial	meta_R_hippocampus	kj	KJ	-0.11021976387047719	35
sub-14	meta_spatial	meta_R_precuneus	yy	YY	0.25229727082496023	35
sub-14	meta_spatial	meta_R_precuneus	kj	KJ	0.06491084164189559	35
sub-15	meta_spatial	meta_L_PPA_PHG	yy	YY	0.34314376154034826	35
sub-15	meta_spatial	meta_L_PPA_PHG	kj	KJ	0.27993840379351487	35
sub-15	meta_spatial	meta_L_PPC_SPL	yy	YY	0.2932511149315648	35
sub-15	meta_spatial	meta_L_PPC_SPL	kj	KJ	0.39696018396657234	35
sub-15	meta_spatial	meta_L_RSC_PCC	yy	YY	0.13768513665859047	35
sub-15	meta_spatial	meta_L_RSC_PCC	kj	KJ	0.0913928586662187	35
sub-15	meta_spatial	meta_L_hippocampus	yy	YY	-0.06904050321110194	35
sub-15	meta_spatial	meta_L_hippocampus	kj	KJ	-0.09204639230738071	35
sub-15	meta_spatial	meta_L_precuneus	yy	YY	-0.0396295943679467	35
sub-15	meta_spatial	meta_L_precuneus	kj	KJ	-0.0867610562073397	35
sub-15	meta_spatial	meta_R_PPA_PHG	yy	YY	0.4490065619227839	35
sub-15	meta_spatial	meta_R_PPA_PHG	kj	KJ	0.39789580039713435	35
sub-15	meta_spatial	meta_R_PPC_SPL	yy	YY	0.022308420064372742	35
sub-15	meta_spatial	meta_R_PPC_SPL	kj	KJ	-0.0002492746002355051	35
sub-15	meta_spatial	meta_R_RSC_PCC	yy	YY	0.10043590680114095	35
sub-15	meta_spatial	meta_R_RSC_PCC	kj	KJ	0.2022277606203665	35
sub-15	meta_spatial	meta_R_hippocampus	yy	YY	-0.025373382161817205	35
sub-15	meta_spatial	meta_R_hippocampus	kj	KJ	-0.048374265752352756	35
sub-15	meta_spatial	meta_R_precuneus	yy	YY	0.16614647174892272	35
sub-15	meta_spatial	meta_R_precuneus	kj	KJ	0.11524676493524161	35
sub-16	meta_spatial	meta_L_PPA_PHG	yy	YY	-0.054669275911453825	35
sub-16	meta_spatial	meta_L_PPA_PHG	kj	KJ	-0.02174919970659415	35
sub-16	meta_spatial	meta_L_PPC_SPL	yy	YY	0.0308780617939275	35
sub-16	meta_spatial	meta_L_PPC_SPL	kj	KJ	0.060660062132449864	35
sub-16	meta_spatial	meta_L_RSC_PCC	yy	YY	-0.04246331421807881	35
sub-16	meta_spatial	meta_L_RSC_PCC	kj	KJ	0.0005839467638730988	35
sub-16	meta_spatial	meta_L_hippocampus	yy	YY	0.043631545598597596	35
sub-16	meta_spatial	meta_L_hippocampus	kj	KJ	-0.024448200765815074	35
sub-16	meta_spatial	meta_L_precuneus	yy	YY	-0.008318233560972969	35
sub-16	meta_spatial	meta_L_precuneus	kj	KJ	-0.01622929348168987	35
sub-16	meta_spatial	meta_R_PPA_PHG	yy	YY	-0.09020376381241635	35
sub-16	meta_spatial	meta_R_PPA_PHG	kj	KJ	0.027509978396974544	35
sub-16	meta_spatial	meta_R_PPC_SPL	yy	YY	0.10533906027992335	35
sub-16	meta_spatial	meta_R_PPC_SPL	kj	KJ	-0.01605858367279764	35
sub-16	meta_spatial	meta_R_RSC_PCC	yy	YY	0.04629081074830466	35
sub-16	meta_spatial	meta_R_RSC_PCC	kj	KJ	0.004422191916646921	35
sub-16	meta_spatial	meta_R_hippocampus	yy	YY	0.06583894725752257	35
sub-16	meta_spatial	meta_R_hippocampus	kj	KJ	-0.0779636417307674	35
sub-16	meta_spatial	meta_R_precuneus	yy	YY	0.053131842768230936	35
sub-16	meta_spatial	meta_R_precuneus	kj	KJ	0.04881971260910033	35
sub-17	meta_spatial	meta_L_PPA_PHG	yy	YY	0.011234714809438575	35
sub-17	meta_spatial	meta_L_PPA_PHG	kj	KJ	-0.07337086659990555	35
sub-17	meta_spatial	meta_L_PPC_SPL	yy	YY	0.11682473454648284	35
sub-17	meta_spatial	meta_L_PPC_SPL	kj	KJ	0.043399256405293976	35
sub-17	meta_spatial	meta_L_RSC_PCC	yy	YY	0.14111810200737132	35
sub-17	meta_spatial	meta_L_RSC_PCC	kj	KJ	0.06177521332258031	35
sub-17	meta_spatial	meta_L_hippocampus	yy	YY	0.06607661083495568	35
sub-17	meta_spatial	meta_L_hippocampus	kj	KJ	0.09366796640227859	35
sub-17	meta_spatial	meta_L_precuneus	yy	YY	0.19805160312154887	35
sub-17	meta_spatial	meta_L_precuneus	kj	KJ	0.22806552891028822	35
