analysis_type	module	roi_set	roi	metric	phase_a	phase_b	n	mean_a	mean_b	mean_diff	t	p	cohens_dz	q_bh_within_roi_set
paired_t	combined_compatibility	meta_spatial	meta_L_PPA_PHG	between_minus_within	run4	run3	28.0	0.007162565066199104	0.011874482055666236	-0.004711916989467132	-1.2197749484386409	0.23309830962941736	-0.2305157977882341	0.5827457740735433
paired_t	combined_compatibility	meta_spatial	meta_L_PPA_PHG	between_minus_within	post	pre	28.0	-0.001409925882120954	-0.001314113659985199	-9.581222213575491e-05	-0.0870263033385179	0.9312928208673275	-0.016446425439642032	0.9803082324919236
paired_t	combined_compatibility	meta_spatial	meta_L_PPA_PHG	between_minus_within	retrieval	pre	26.0	0.002923942329310002	-0.001120903860537763	0.0040448461898477655	2.4214151829915895	0.023048648456290392	0.4748785872532292	0.18438918765032314
paired_t	combined_compatibility	meta_spatial	meta_L_PPA_PHG	between_minus_within	retrieval	post	26.0	0.002923942329310002	-0.0013821043817511046	0.004306046711061107	2.8866420820943106	0.007914789164271172	0.5661170886675767	0.16049475852700948
paired_t	combined_compatibility	meta_spatial	meta_L_PPC_SPL	between_minus_within	run4	run3	28.0	0.0014458698547422655	0.0019284878482673676	-0.0004826179935251021	-0.15409010231116732	0.8786846975627901	-0.029120292157989135	0.9803082324919236
paired_t	combined_compatibility	meta_spatial	meta_L_PPC_SPL	between_minus_within	post	pre	28.0	-0.0019766129897324314	-0.0021535960196520454	0.000176983029919614	0.1247047695433964	0.9016811196465798	0.023566986251103473	0.9803082324919236
paired_t	combined_compatibility	meta_spatial	meta_L_PPC_SPL	between_minus_within	retrieval	pre	26.0	-0.00048745478859859497	-0.0020395412452769946	0.0015520864566783998	1.434571461377715	0.1638012636025168	0.28134261058493404	0.5610896437016216
paired_t	combined_compatibility	meta_spatial	meta_L_PPC_SPL	between_minus_within	retrieval	post	26.0	-0.00048745478859859497	-0.002531775509893022	0.002044320721294427	1.3894675389337563	0.1769425664148947	0.2724970036356525	0.5610896437016216
paired_t	combined_compatibility	meta_spatial	meta_L_RSC_PCC	between_minus_within	run4	run3	28.0	0.005804713156126107	0.009094969738335975	-0.003290256582209868	-0.7092502898696154	0.484249200532181	-0.1340357060211054	0.7263430193105228
paired_t	combined_compatibility	meta_spatial	meta_L_RSC_PCC	between_minus_within	post	pre	28.0	-0.00020578819230237283	-0.0013876877562857865	0.0011818995639834137	0.5882067894853822	0.5612819367589552	0.11116063460414598	0.8018313382270789
paired_t	combined_compatibility	meta_spatial	meta_L_RSC_PCC	between_minus_within	retrieval	pre	26.0	0.0012062498739799153	-0.0010556515259340605	0.002261901399913976	1.0689029025923265	0.29532618351369544	0.20962910609439386	0.6641364534529162
paired_t	combined_compatibility	meta_spatial	meta_L_RSC_PCC	between_minus_within	retrieval	post	26.0	0.0012062498739799153	-0.0003845328925224122	0.0015907827665023275	0.7774286033136434	0.4442009376862106	0.15246629302774817	0.710721500297937
paired_t	combined_compatibility	meta_spatial	meta_L_hippocampus	between_minus_within	run4	run3	28.0	0.0006927298516857269	-0.0014273352689992652	0.0021200651206849924	1.232070471377812	0.22854510473224823	0.23283943321227243	0.5827457740735433
paired_t	combined_compatibility	meta_spatial	meta_L_hippocampus	between_minus_within	post	pre	28.0	-0.0014999738031820007	-0.0008707869753158325	-0.0006291868278661682	-0.6994041889537221	0.49028153803460284	-0.1321749678491698	0.7263430193105228
paired_t	combined_compatibility	meta_spatial	meta_L_hippocampus	between_minus_within	retrieval	pre	26.0	-0.001508635251958853	-0.0006064635977037086	-0.0009021716542551444	-1.035744318273451	0.3102367529555954	-0.20312617269112243	0.6641364534529162
paired_t	combined_compatibility	meta_spatial	meta_L_hippocampus	between_minus_within	retrieval	post	26.0	-0.001508635251958853	-0.001736805084580466	0.000228169832621613	0.21088893224385605	0.8346834905951283	0.04135872233508341	0.9803082324919236
paired_t	combined_compatibility	meta_spatial	meta_L_precuneus	between_minus_within	run4	run3	28.0	0.002289237220460233	0.0031771527209226514	-0.0008879155004624184	-0.26176849883987247	0.7954866101137229	-0.04946959635721446	0.9789703095624567
paired_t	combined_compatibility	meta_spatial	meta_L_precuneus	between_minus_within	post	pre	28.0	-0.0010933143769586904	0.00018397049709768996	-0.0012772848740563803	-0.8039806106998916	0.4284304013296236	-0.1519380539164106	0.710721500297937
paired_t	combined_compatibility	meta_spatial	meta_L_precuneus	between_minus_within	retrieval	pre	26.0	0.0016984470641478648	-2.1336829474681253e-05	0.001719783893622546	0.9373155098934118	0.3575637819679165	0.18382269520537223	0.6792214479650931
paired_t	combined_compatibility	meta_spatial	meta_L_precuneus	between_minus_within	retrieval	post	26.0	0.0016984470641478648	-0.0010157825486056473	0.0027142296127535123	1.9118389568778098	0.06742352535502516	0.37494246722949337	0.3371176267751258
paired_t	combined_compatibility	meta_spatial	meta_R_PPA_PHG	between_minus_within	run4	run3	28.0	0.005210431632311046	0.008193586718966767	-0.002983155086655721	-1.0228319774259846	0.31546481539013516	-0.193297074662399	0.6641364534529162
paired_t	combined_compatibility	meta_spatial	meta_R_PPA_PHG	between_minus_within	post	pre	28.0	-0.0020040565654170783	-0.001723057709747051	-0.0002809988556700274	-0.24585934356074457	0.8076505053890267	-0.04646304861166568	0.9789703095624567
paired_t	combined_compatibility	meta_spatial	meta_R_PPA_PHG	between_minus_within	retrieval	pre	26.0	0.0014776055425128887	-0.0017803516118899709	0.0032579571544028595	2.2325634149708584	0.034770965156449986	0.4378417083949905	0.23180643437633322
paired_t	combined_compatibility	meta_spatial	meta_R_PPA_PHG	between_minus_within	retrieval	post	26.0	0.0014776055425128887	-0.002156299977619962	0.0036339055201328506	2.7532873689077264	0.010830800781945206	0.5399640777149628	0.16049475852700948
paired_t	combined_compatibility	meta_spatial	meta_R_PPC_SPL	between_minus_within	run4	run3	28.0	0.00431066941735106	0.0033941668418974724	0.0009165025754535872	0.2624544542813691	0.7949632938877431	0.049599229750691	0.9789703095624567
