subject	roi_set	roi	condition	condition_label	pair_id	word_label	variant	ers	memory	action_time	n_run3_trials	n_run4_trials	n_retrieval_trials
sub-01	meta_metaphor	meta_L_AG	kj	KJ	38	kjw_3	run4_to_retrieval	0.1133688292830095	1.0	661.0	1	1	2
sub-01	meta_metaphor	meta_L_AG	kj	KJ	38	kjw_3	max_run_to_retrieval	0.1133688292830095	1.0	661.0	1	1	2
sub-01	meta_metaphor	meta_L_AG	kj	KJ	39	kjw_5	run3_to_retrieval	-0.5275737986266258	1.0	1225.0	1	1	2
sub-01	meta_metaphor	meta_L_AG	kj	KJ	39	kjw_5	run4_to_retrieval	-0.19008901448971102	1.0	1225.0	1	1	2
sub-01	meta_metaphor	meta_L_AG	kj	KJ	39	kjw_5	max_run_to_retrieval	-0.19008901448971102	1.0	1225.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	1	yyw_1	run3_to_retrieval	-0.010314040001679044	0.0	1148.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	1	yyw_1	run4_to_retrieval	0.25895848578537445	0.0	1148.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	1	yyw_1	max_run_to_retrieval	0.25895848578537445	0.0	1148.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	10	yyw_11	run3_to_retrieval	0.04918875678751433	1.0	822.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	10	yyw_11	run4_to_retrieval	0.36139231942740285	1.0	822.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	10	yyw_11	max_run_to_retrieval	0.36139231942740285	1.0	822.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	11	yyw_12	run3_to_retrieval	0.13876931980060597	1.0	637.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	11	yyw_12	run4_to_retrieval	0.10701016227690544	1.0	637.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	11	yyw_12	max_run_to_retrieval	0.13876931980060597	1.0	637.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	12	yyw_13	run3_to_retrieval	0.11725639859491775	1.0	832.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	12	yyw_13	run4_to_retrieval	-0.09003833843448829	1.0	832.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	12	yyw_13	max_run_to_retrieval	0.11725639859491775	1.0	832.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	13	yyw_14	run3_to_retrieval	-0.0989978840028982	1.0	661.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	13	yyw_14	run4_to_retrieval	-0.11807114513097841	1.0	661.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	13	yyw_14	max_run_to_retrieval	-0.0989978840028982	1.0	661.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	14	yyw_15	run3_to_retrieval	-0.2597299095985795	1.0	891.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	14	yyw_15	run4_to_retrieval	0.4128792753605347	1.0	891.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	14	yyw_15	max_run_to_retrieval	0.4128792753605347	1.0	891.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	15	yyw_16	run3_to_retrieval	0.11805178742155176	1.0	1026.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	15	yyw_16	run4_to_retrieval	0.08412848124621493	1.0	1026.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	15	yyw_16	max_run_to_retrieval	0.11805178742155176	1.0	1026.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	16	yyw_17	run3_to_retrieval	-0.04588157058838423	1.0	594.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	16	yyw_17	run4_to_retrieval	0.05150784992290626	1.0	594.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	16	yyw_17	max_run_to_retrieval	0.05150784992290626	1.0	594.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	17	yyw_18	run3_to_retrieval	-0.3417047110462618	0.0	902.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	17	yyw_18	run4_to_retrieval	0.15737440142005907	0.0	902.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	17	yyw_18	max_run_to_retrieval	0.15737440142005907	0.0	902.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	18	yyw_19	run3_to_retrieval	-0.08706176239691943	1.0	665.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	18	yyw_19	run4_to_retrieval	-0.3282026249987685	1.0	665.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	18	yyw_19	max_run_to_retrieval	-0.08706176239691943	1.0	665.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	19	yyw_21	run3_to_retrieval	0.2390233941831965	1.0	706.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	19	yyw_21	run4_to_retrieval	-0.2297020593492199	1.0	706.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	19	yyw_21	max_run_to_retrieval	0.2390233941831965	1.0	706.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	2	yyw_2	run3_to_retrieval	0.15015370164374042	0.0	972.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	2	yyw_2	run4_to_retrieval	0.14652031979584024	0.0	972.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	2	yyw_2	max_run_to_retrieval	0.15015370164374042	0.0	972.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	21	yyw_23	run3_to_retrieval	-0.16279815908387088	1.0	634.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	21	yyw_23	run4_to_retrieval	-0.2923832591287471	1.0	634.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	21	yyw_23	max_run_to_retrieval	-0.16279815908387088	1.0	634.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	22	yyw_24	run3_to_retrieval	0.1348255313534819	1.0	899.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	22	yyw_24	run4_to_retrieval	0.19330176247899905	1.0	899.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	22	yyw_24	max_run_to_retrieval	0.19330176247899905	1.0	899.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	23	yyw_26	run3_to_retrieval	-0.046647426345264593	0.0	994.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	23	yyw_26	run4_to_retrieval	0.1298752788971052	0.0	994.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	23	yyw_26	max_run_to_retrieval	0.1298752788971052	0.0	994.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	24	yyw_27	run3_to_retrieval	0.046429266941225254	1.0	619.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	24	yyw_27	run4_to_retrieval	0.2920331880779407	1.0	619.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	24	yyw_27	max_run_to_retrieval	0.2920331880779407	1.0	619.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	26	yyw_29	run3_to_retrieval	-0.021088093998322514	1.0	675.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	26	yyw_29	run4_to_retrieval	0.29697105590849565	1.0	675.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	26	yyw_29	max_run_to_retrieval	0.29697105590849565	1.0	675.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	27	yyw_32	run3_to_retrieval	0.13664572497822092	1.0	667.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	27	yyw_32	run4_to_retrieval	0.3711720970074635	1.0	667.0	1	1	2
